CO,NO2,PM25,Temperature,Humidity,AQI_Level,label,prediction
0.0,0.0,14.29666667,25.11,98.48666667,Average,0.0,0.0
0.0,0.0,15.49333333,31.165,72.89,Average,0.0,0.0
0.0,0.0,18.33275862,25.08103448,98.20517241,Average,0.0,0.0
0.0,0.0,18.415,31.14833333,71.32833333,Average,0.0,0.0
0.0,0.0,22.84333333,24.94,98.60833333,Average,0.0,0.0
0.0,0.0,27.84833333,28.49,85.07,Average,0.0,0.0
0.0,0.0,35.31333333,25.45,99.135,Unhealthy,2.0,0.0
0.0,0.0,35.77833333,25.63333333,96.475,Unhealthy,2.0,0.0
0.0,0.0,41.53666667,28.36833333,82.625,Moderate,3.0,3.0
0.0,0.0,42.77333333,25.515,98.99166667,Moderate,3.0,3.0
0.0,0.0,44.45833333,25.745,98.68166667,Moderate,3.0,3.0
0.0,0.0,48.2,28.5,86.1,Moderate,3.0,3.0
0.0,0.0,51.765,25.63666667,98.97166667,Moderate,3.0,2.0
0.0,14.8678,42.47833333,20.4,12.5,Moderate,3.0,3.0
0.0,20.07466667,24.51052632,20.4,12.5,Average,0.0,0.0
0.0,23.22468085,31.25106383,20.4,12.5,Average,0.0,0.0
0.0,31.06894915,30.41355932,20.4,12.5,Average,0.0,0.0
0.0,33.01754386,24.5754386,20.4,12.5,Average,0.0,0.0
0.0,34.26660377,32.67358491,20.4,12.5,Average,0.0,0.0
0.0,38.26733333,33.93666667,20.4,12.5,Average,0.0,0.0
0.0,40.3474386,9.638596491,20.4,12.5,Good,1.0,1.0
0.0,42.03133333,27.73166667,20.4,12.5,Average,0.0,0.0
0.0,42.17216327,38.62244898,20.4,12.5,Moderate,3.0,3.0
0.0,45.2621,33.51333333,29.51333333,62.17333333,Average,0.0,0.0
0.0,46.2972,50.9,20.4,12.5,Moderate,3.0,2.0
0.0,48.14783333,23.57333333,26.89666667,60.72333333,Average,0.0,0.0
0.0,51.25313333,30.99333333,29.49333333,63.6,Average,0.0,0.0
0.0,52.00593333,23.52,20.4,12.5,Average,0.0,0.0
0.0,52.0373,72.58666667,20.4,12.5,Unhealthy,2.0,2.0
0.0,56.25835714,25.81071429,20.4,12.5,Average,0.0,0.0
0.0,56.42863333,26.89,28.30166667,62.18833333,Average,0.0,0.0
0.0,56.46,27.0,20.4,12.5,Average,0.0,0.0
0.0,60.00443333,21.33,20.4,12.5,Average,0.0,0.0
0.0,60.65830769,8.523076923,20.4,12.5,Good,1.0,1.0
0.0,63.7057,16.74666667,20.4,12.5,Average,0.0,0.0
0.0,69.40816,56.948,20.4,12.5,Unhealthy,2.0,2.0
0.0,69.60263333,28.075,20.4,12.5,Average,0.0,0.0
0.0,70.41816667,9.913333333,20.4,12.5,Good,1.0,1.0
0.0,70.88866667,17.35166667,20.4,12.5,Average,0.0,0.0
0.0,71.45326667,46.07166667,20.4,12.5,Moderate,3.0,3.0
0.0,71.48463333,16.76666667,20.4,12.5,Average,0.0,0.0
0.0,71.516,12.20833333,20.4,12.5,Unhealthy,2.0,2.0
0.0,72.3629,19.725,20.4,12.5,Average,0.0,0.0
0.0,72.42563333,27.34166667,20.4,12.5,Average,0.0,0.0
0.0,73.70596364,28.99090909,20.4,12.5,Average,0.0,0.0
0.0,74.55856667,33.725,20.4,12.5,Average,0.0,0.0
0.0,75.24863333,15.69666667,20.4,12.5,Average,0.0,0.0
0.0,75.32705,26.87,20.4,12.5,Average,0.0,0.0
0.0,76.09553333,14.66166667,20.4,12.5,Average,0.0,0.0
0.0,76.37783333,18.1,20.4,12.5,Average,0.0,0.0
0.0,76.66673684,11.15263158,20.4,12.5,Good,1.0,1.0
0.0,77.65726316,22.67192982,20.4,12.5,Average,0.0,0.0
0.0,78.3853,40.30333333,20.4,12.5,Moderate,3.0,3.0
0.0,78.74153571,19.61428571,20.4,12.5,Average,0.0,0.0
0.0,78.9499,27.34333333,20.4,12.5,Average,0.0,0.0
0.0,78.96217391,22.95217391,20.4,12.5,Average,0.0,0.0
0.0,79.53926316,31.36842105,20.4,12.5,Average,0.0,0.0
0.0,79.7027,24.97666667,20.4,12.5,Average,0.0,0.0
0.0,80.58096667,29.025,20.4,12.5,Average,0.0,0.0
0.0,80.95736667,19.21333333,20.4,12.5,Average,0.0,0.0
0.0,81.61606667,22.40833333,20.4,12.5,Average,0.0,0.0
0.0,81.7729,29.84333333,20.4,12.5,Average,0.0,0.0
0.0,82.2797193,18.4,20.4,12.5,Average,0.0,0.0
0.0,82.5257,24.41,20.4,12.5,Average,0.0,0.0
0.0,82.55706667,26.28166667,20.4,12.5,Average,0.0,0.0
0.0,82.6198,31.47333333,20.4,12.5,Average,0.0,0.0
0.0,83.02756667,17.17333333,20.4,12.5,Average,0.0,0.0
0.0,83.68178571,13.18035714,20.4,12.5,Average,0.0,0.0
0.0,83.81173333,19.11,20.4,12.5,Average,0.0,0.0
0.0,83.8431,18.835,20.4,12.5,Average,0.0,0.0
0.0,85.9133,33.99,20.4,12.5,Average,0.0,0.0
0.0,86.91703333,23.91,20.4,12.5,Average,0.0,0.0
0.0,86.93238298,45.02765957,20.4,12.5,Moderate,3.0,3.0
0.0,87.3248,29.575,20.4,12.5,Average,0.0,0.0
0.0,87.73256667,16.06166667,20.4,12.5,Average,0.0,0.0
0.0,89.42636667,23.70333333,20.4,12.5,Average,0.0,0.0
0.0,89.51476364,26.14363636,20.4,12.5,Average,0.0,0.0
0.0,94.6646,33.325,20.4,12.5,Average,0.0,0.0
0.0,95.16646667,32.64166667,20.4,12.5,Average,0.0,0.0
0.0,95.21383673,36.76530612,20.4,12.5,Moderate,3.0,0.0
0.0,96.55332143,24.62857143,20.4,12.5,Average,0.0,0.0
0.0,98.50388,22.648,20.4,12.5,Average,0.0,0.0
0.0,101.2516,25.61333333,20.4,12.5,Average,0.0,0.0
0.0,108.2542083,17.70625,20.4,12.5,Average,0.0,0.0
0.0,110.5675,65.74833333,20.4,12.5,Unhealthy,2.0,2.0
0.0,119.4129,42.35833333,20.4,12.5,Moderate,3.0,3.0
101.1469565,86.73565217,19.64565217,20.4,12.5,Average,0.0,0.0
115.937,69.75946667,15.20166667,28.265,82.65333333,Average,0.0,0.0
127.779,77.03653333,4.03,25.40333333,87.60166667,Good,1.0,1.0
139.2681356,75.28,6.925423729,26.08813559,85.54576271,Good,1.0,1.0
155.0013559,63.57332203,7.494915254,26.70677966,84.23728814,Good,1.0,1.0
169.799,75.87596667,6.516666667,25.87166667,86.57666667,Good,1.0,1.0
198.831,81.42786667,10.61833333,27.37,78.39833333,Good,1.0,1.0
203.4924324,81.68897297,12.87027027,20.4,12.5,Unhealthy,2.0,2.0
211.819,11.88796667,9.248333333,34.72333333,58.13333333,Good,1.0,1.0
219.077,69.00666667,6.756666667,29.85333333,77.64166667,Good,1.0,1.0
244.289,0.0,13.94833333,35.88833333,50.67333333,Average,0.0,0.0
252.693,84.18813333,8.73,28.24666667,79.03166667,Good,1.0,1.0
254.412,44.16426667,14.27166667,20.4,12.5,Average,0.0,0.0
255.558,86.32106667,19.19,20.4,12.5,Average,0.0,0.0
261.67,44.91706667,30.465,32.205,63.84,Average,0.0,0.0
262.052,76.25236667,10.02833333,27.0,83.62166667,Good,1.0,1.0
266.7054545,43.69661818,11.63090909,20.4,12.5,Good,1.0,1.0
272.939,93.6295,22.52333333,20.4,12.5,Average,0.0,0.0
280.197,79.92226667,6.448333333,26.79,87.02333333,Good,1.0,1.0
288.983,9.472733333,9.438333333,33.72833333,56.59,Good,1.0,1.0
291.657,72.2688,16.74,28.49,80.63666667,Average,0.0,0.0
294.713,58.84386667,14.08,29.055,73.57,Average,0.0,0.0
295.477,71.8924,10.91333333,29.41,81.79666667,Good,1.0,1.0
297.578,0.0,13.94833333,20.4,12.5,Average,0.0,0.0
297.578,84.37633333,5.028333333,26.14333333,86.61333333,Good,1.0,1.0
297.769,111.4144,10.85666667,28.46666667,83.11166667,Good,1.0,1.0
299.679,17.9731,11.59666667,35.30166667,57.49166667,Good,1.0,1.0
301.971,71.4219,11.02833333,29.85666667,73.805,Good,1.0,1.0
302.162,4.3286,13.535,20.4,12.5,Average,0.0,0.0
302.8159322,79.044,8.545762712,28.09830508,80.69322034,Good,1.0,1.0
304.645,64.86626667,22.945,29.07166667,69.31333333,Average,0.0,0.0
306.746,55.11123333,10.525,28.84333333,78.22666667,Good,1.0,1.0
307.319,62.5765,7.903333333,29.72166667,78.145,Good,1.0,1.0
308.083,79.10673333,6.745,27.155,83.515,Good,1.0,1.0
308.847,37.0754,6.341666667,34.08666667,60.02833333,Good,1.0,1.0
310.375,63.54886667,9.803333333,27.86666667,81.355,Good,1.0,1.0
318.015,74.27626667,8.841666667,25.94833333,85.40166667,Good,1.0,1.0
319.734,10.2569,9.826666667,32.00333333,61.775,Good,1.0,1.0
321.262,108.1209,11.90666667,28.61833333,76.915,Good,1.0,1.0
323.936,48.02236667,9.051666667,27.19333333,73.54833333,Good,1.0,1.0
324.127,63.07836667,11.79666667,28.45,81.36166667,Good,1.0,1.0
324.318,64.8349,9.12,29.01166667,73.53166667,Good,1.0,1.0
326.61,13.48766667,16.37166667,33.49166667,62.90166667,Average,0.0,0.0
328.52,68.94393333,15.29,28.79666667,72.45833333,Average,0.0,0.0
330.43,71.20233333,8.416666667,29.39166667,79.65833333,Good,1.0,1.0
331.194,104.7960333,11.35166667,28.45833333,82.69666667,Good,1.0,1.0
331.385,65.99546667,9.883333333,29.55,81.125,Good,1.0,1.0
333.295,65.9641,16.4,28.27333333,74.39333333,Average,0.0,0.0
334.4236364,51.04212121,10.58181818,31.0030303,73.0030303,Good,1.0,1.0
335.969,68.25386667,16.25833333,28.84833333,83.26,Average,0.0,0.0
338.07,23.65046667,14.10666667,32.83666667,65.27666667,Average,0.0,0.0
341.89,1.442866667,11.755,37.63666667,50.11,Good,1.0,1.0
341.89,80.80053333,12.04166667,29.33,81.85166667,Unhealthy,2.0,2.0
342.2864151,62.35456604,18.93207547,28.68301887,78.19622642,Average,0.0,0.0
345.137,67.8461,18.61166667,28.07666667,83.05,Average,0.0,0.0
347.811,0.0,15.435,37.43,46.93166667,Average,0.0,0.0
349.148,80.89463333,21.50666667,25.74833333,89.55166667,Average,0.0,0.0
350.676,76.72286667,9.245,26.64833333,86.73333333,Good,1.0,1.0
352.204,0.031366667,13.145,34.99166667,53.37,Average,0.0,0.0
354.114,79.7968,5.248333333,25.105,91.525,Good,1.0,1.0
357.17,65.7759,17.555,28.42833333,79.61666667,Average,0.0,0.0
359.08,54.8603,10.70166667,29.41666667,75.53166667,Good,1.0,1.0
359.462,40.5571,14.585,32.195,66.85833333,Average,0.0,0.0
360.226,67.59516667,8.581666667,25.22666667,89.09666667,Good,1.0,1.0
361.0871186,112.1225424,12.43559322,28.17966102,78.23220339,Unhealthy,2.0,2.0
361.372,85.78783333,7.725,28.29333333,72.23666667,Good,1.0,1.0
361.754,61.51003333,19.27,28.915,76.465,Average,0.0,0.0
362.9,72.3629,11.36333333,29.73833333,79.815,Good,1.0,1.0
362.9658621,84.78734483,6.25,27.49827586,82.67241379,Good,1.0,1.0
364.237,13.8327,10.81166667,33.61666667,60.87833333,Good,1.0,1.0
364.81,83.1844,6.406666667,27.56166667,82.49166667,Good,1.0,1.0
365.001,38.3928,12.60833333,30.06333333,76.235,Unhealthy,2.0,2.0
365.0222222,89.25559259,6.442592593,27.57592593,80.22592593,Good,1.0,1.0
365.2064151,41.1909434,12.31132075,32.00943396,67.48301887,Unhealthy,2.0,2.0
366.338,103.6041,7.781666667,26.53666667,85.90333333,Good,1.0,1.0
368.079661,5.901186441,12.89661017,36.86949153,47.66440678,Unhealthy,2.0,2.0
368.1785455,56.42578182,7.229090909,29.14545455,79.19090909,Good,1.0,1.0
369.394,1.254666667,20.635,32.09833333,52.31166667,Average,0.0,0.0
370.731,68.91256667,12.38333333,29.06833333,79.62666667,Unhealthy,2.0,2.0
370.9644444,116.9628148,25.76111111,26.26481481,77.3962963,Average,0.0,0.0
371.495,9.096333333,23.33833333,31.72666667,53.6,Average,0.0,0.0
371.495,71.92376667,17.59833333,28.86333333,83.92,Average,0.0,0.0
371.6596552,74.339,6.931034483,29.03448276,79.47586207,Good,1.0,1.0
372.832,76.62876667,16.81166667,28.41166667,80.935,Average,0.0,0.0
373.596,50.78263333,10.065,27.54333333,81.635,Good,1.0,1.0
373.978,81.71016667,5.758333333,25.38166667,90.59833333,Good,1.0,1.0
374.36,87.7953,14.30166667,28.495,77.23,Average,0.0,0.0
375.124,74.77813333,14.31833333,27.06833333,89.72333333,Average,0.0,0.0
375.315,34.03283333,15.77666667,32.44166667,68.78333333,Average,0.0,0.0
375.506,60.06716667,14.32666667,29.015,79.01666667,Average,0.0,0.0
376.3047273,81.74723636,15.12181818,28.13818182,80.74363636,Average,0.0,0.0
376.461,82.87073333,11.74166667,25.82,91.09166667,Good,1.0,1.0
377.416,0.0,8.688333333,35.50333333,56.935,Good,1.0,1.0
377.416,69.38306667,9.035,29.795,82.17666667,Good,1.0,1.0
378.18,72.05371429,8.971428571,29.0,78.24285714,Good,1.0,1.0
378.562,73.42936667,11.93333333,28.07,84.41333333,Good,1.0,2.0
378.753,63.36066667,7.213333333,29.63666667,81.52833333,Good,1.0,1.0
380.09,14.61686667,15.78833333,34.01,56.01,Average,0.0,0.0
380.09,94.9469,14.49166667,27.25166667,80.80166667,Average,0.0,0.0
380.3166102,19.84074576,19.67288136,26.49661017,62.13728814,Average,0.0,0.0
381.045,64.42713333,7.811666667,29.92333333,77.87166667,Good,1.0,1.0
382.8416949,105.8385763,10.82372881,27.78813559,87.33050847,Good,1.0,1.0
386.202,35.758,13.955,24.21,67.18166667,Average,0.0,0.0
386.775,86.9484,28.545,20.4,12.5,Average,0.0,0.0
386.966,82.2434,9.291666667,27.56,72.61,Good,1.0,1.0
387.539,65.43086667,7.606666667,30.65166667,71.43166667,Good,1.0,1.0
387.73,68.84983333,11.51333333,29.93833333,80.63333333,Good,1.0,1.0
387.8617241,56.00572414,6.098275862,29.20172414,78.59827586,Good,1.0,1.0
389.449,101.0006667,10.13333333,28.68,77.60166667,Good,1.0,1.0
390.404,3.324866667,14.57666667,20.4,12.5,Average,0.0,0.0
391.55,58.84386667,7.146666667,29.52833333,74.92166667,Good,1.0,1.0
393.269,63.10973333,11.125,28.37666667,82.60833333,Good,1.0,1.0
393.269,84.4077,14.57166667,28.835,82.13333333,Average,0.0,0.0
393.842,81.89836667,14.65,25.88,91.15,Average,0.0,0.0
395.752,110.1911,12.965,28.88666667,84.52,Unhealthy,2.0,2.0
397.089,77.13063333,24.25333333,28.20666667,86.95833333,Average,0.0,0.0
399.19,57.9656,9.253333333,26.28833333,74.99333333,Good,1.0,1.0
400.0188679,48.47037736,9.086792453,32.52264151,63.29433962,Good,1.0,1.0
400.527,75.90733333,13.19666667,26.10666667,88.745,Average,0.0,0.0
401.864,28.3241,14.82833333,33.84333333,63.83666667,Average,0.0,0.0
402.055,25.34426667,13.37333333,36.04666667,51.245,Average,0.0,0.0
402.819,81.1142,8.418333333,27.86666667,81.95333333,Good,1.0,1.0
403.201,103.3531667,7.818333333,26.875,90.76833333,Good,1.0,1.0
405.111,0.1882,23.22833333,33.64333333,49.69166667,Average,0.0,0.0
406.066,3.450333333,19.015,33.785,46.53,Average,0.0,0.0
406.257,67.53243333,21.95,28.59333333,78.315,Average,0.0,0.0
406.639,87.48163333,13.725,25.99833333,90.32,Average,0.0,0.0
407.785,0.972366667,17.70666667,34.265,53.55833333,Average,0.0,0.0
407.976,13.80133333,15.34166667,34.92333333,59.19,Average,0.0,0.0
408.549,77.41293333,9.31,25.775,92.01833333,Good,1.0,1.0
409.695,56.5541,10.88833333,29.29166667,72.87166667,Good,1.0,1.0
409.695,66.59143333,15.405,27.93833333,75.96833333,Average,0.0,0.0
412.369,95.2292,18.98833333,30.175,66.175,Average,0.0,0.0
412.56,106.6466667,10.26333333,29.15833333,80.67333333,Good,1.0,1.0
412.751,1.286033333,11.195,35.775,56.135,Good,1.0,1.0
414.661,0.721433333,14.94333333,36.265,49.545,Average,0.0,0.0
414.661,59.3771,11.39333333,27.35166667,83.73,Good,1.0,1.0
414.661,63.45476667,11.14833333,27.71,67.515,Good,1.0,1.0
415.043,1.5997,11.34,34.10666667,56.18666667,Good,1.0,1.0
416.1552941,92.51321569,11.34901961,30.25098039,69.09607843,Good,1.0,1.0
416.3141379,69.01748276,10.68448276,27.89310345,67.06206897,Good,1.0,1.0
416.38,44.28973333,7.748333333,20.4,12.5,Good,1.0,1.0
417.717,0.0,15.27666667,37.69,43.38333333,Average,0.0,0.0
418.481,104.6392,18.22666667,27.94166667,81.65833333,Average,0.0,0.0
420.2,60.75723333,11.60833333,20.4,12.5,Good,1.0,1.0
420.773,16.15383333,13.29833333,34.3,54.845,Average,0.0,0.0
420.773,83.49806667,19.59666667,26.90166667,86.225,Average,0.0,0.0
421.155,80.39276667,18.44666667,26.96833333,83.36,Average,0.0,0.0
421.346,86.03876667,12.80833333,27.17833333,82.01666667,Unhealthy,2.0,2.0
421.728,67.1874,16.70333333,20.4,12.5,Average,0.0,0.0
421.919,22.0194,16.04,33.48833333,67.29,Average,0.0,0.0
422.301,104.3882667,8.563333333,26.67166667,89.09333333,Good,1.0,1.0
422.874,35.13066667,13.93333333,32.655,69.05833333,Average,0.0,0.0
423.829,0.0,15.09166667,37.10333333,49.00333333,Average,0.0,0.0
425.166,18.19266667,13.25166667,20.4,12.5,Average,0.0,0.0
425.93,26.00296667,14.285,32.47833333,65.29333333,Average,0.0,0.0
425.93,76.15826667,29.44833333,20.4,12.5,Average,0.0,0.0
426.312,46.8618,9.303333333,20.4,12.5,Good,1.0,1.0
426.694,83.78036667,10.39333333,29.38166667,77.74666667,Good,1.0,1.0
427.458,1.913366667,13.00166667,34.265,58.38666667,Average,0.0,2.0
427.458,69.00666667,8.975,29.375,82.09666667,Good,1.0,1.0
428.031,1.348766667,15.74333333,35.82333333,51.97666667,Average,0.0,0.0
428.413,5.802833333,8.881666667,33.57166667,47.47333333,Good,1.0,1.0
428.604,8.9395,9.571666667,20.4,12.5,Good,1.0,1.0
428.795,4.736366667,11.24333333,34.59333333,57.76666667,Good,1.0,1.0
428.795,77.94616667,14.06,27.91666667,64.53333333,Average,0.0,0.0
428.795,92.6885,11.92833333,28.09833333,82.91666667,Good,1.0,2.0
429.0463158,0.0,8.463157895,35.99473684,53.71578947,Good,1.0,1.0
429.177,19.98056667,20.88166667,26.95,61.755,Average,0.0,0.0
429.368,103.4472667,15.60666667,28.58833333,67.85833333,Average,0.0,0.0
430.323,31.49213333,12.395,30.295,74.36166667,Unhealthy,2.0,2.0
430.323,35.758,10.10333333,30.79166667,69.79166667,Good,1.0,1.0
432.424,0.031366667,24.36666667,34.86666667,51.99,Average,0.0,0.0
433.761,2.038833333,13.385,34.47833333,55.94333333,Average,0.0,0.0
433.761,68.2225,11.445,29.175,81.83666667,Good,1.0,1.0
434.334,42.12543333,13.04,26.51166667,66.75166667,Average,0.0,2.0
436.053,55.17396667,10.07,26.14666667,70.38833333,Good,1.0,1.0
436.244,76.72286667,12.095,27.955,85.00833333,Unhealthy,2.0,2.0
436.817,143.2202,14.05666667,25.64833333,81.63333333,Average,0.0,0.0
437.39,60.66313333,10.935,28.07,84.365,Good,1.0,1.0
437.581,106.9289667,13.36333333,28.185,87.57333333,Average,0.0,0.0
437.963,71.8924,8.895,27.93166667,82.62333333,Good,1.0,1.0
438.536,66.08956667,12.98833333,27.07166667,81.435,Unhealthy,2.0,2.0
438.918,16.15383333,9.925,32.45833333,64.28,Good,1.0,1.0
439.109,72.67656667,15.71,27.39166667,73.29166667,Average,0.0,0.0
439.491,106.333,10.56333333,26.74,86.255,Good,1.0,1.0
439.5122222,103.8585185,4.616666667,24.54814815,94.00185185,Good,1.0,1.0
439.682,0.0,26.91666667,35.265,45.005,Average,0.0,0.0
439.682,67.12466667,8.365,29.23,81.52833333,Good,1.0,1.0
440.064,67.9402,17.915,28.45666667,80.71,Average,0.0,0.0
440.255,38.14186667,9.48,30.85166667,66.68,Good,1.0,1.0
440.255,76.62876667,5.841666667,25.335,91.21,Good,1.0,1.0
440.828,6.837933333,4.02,35.92333333,52.96333333,Good,1.0,1.0
440.828,17.34576667,29.55,20.4,12.5,Average,0.0,0.0
440.828,103.8236667,10.87333333,28.59833333,82.59666667,Good,1.0,1.0
441.019,96.10746667,10.405,28.165,82.75333333,Good,1.0,1.0
441.1094737,119.6225614,9.231578947,27.56666667,87.00350877,Good,1.0,1.0
441.592,83.02756667,8.848333333,23.10333333,90.695,Good,1.0,1.0
441.783,0.815533333,15.07333333,36.38666667,50.07333333,Average,0.0,0.0
441.783,24.96786667,9.685,34.10833333,61.715,Good,1.0,1.0
442.929,1.348766667,12.005,35.11,53.285,Unhealthy,2.0,2.0
443.1858621,76.41568966,11.77758621,26.02413793,92.49137931,Good,1.0,1.0
443.311,73.27253333,24.33333333,28.75833333,77.32333333,Average,0.0,0.0
443.311,108.6227667,10.06666667,27.82166667,87.945,Good,1.0,1.0
443.502,18.69453333,6.481666667,33.88333333,61.31833333,Good,1.0,1.0
443.693,19.13366667,11.325,33.495,59.59166667,Good,1.0,1.0
443.693,73.6803,16.79166667,29.36333333,81.69833333,Average,0.0,0.0
444.839,22.27033333,8.843333333,34.585,50.46833333,Good,1.0,1.0
444.9641379,55.06472414,10.35689655,20.4,12.5,Good,1.0,1.0
445.03,70.0104,3.848333333,24.80666667,92.16,Good,1.0,1.0
445.412,114.6451667,16.00333333,28.32166667,86.7,Average,0.0,0.0
445.985,57.4951,10.68,31.44166667,68.29333333,Good,1.0,1.0
446.2913208,57.02815094,13.09245283,31.09245283,72.48301887,Average,0.0,2.0
446.558,15.93426667,11.96833333,31.39333333,70.51,Good,1.0,2.0
446.749,7.4339,7.546666667,34.415,55.66333333,Good,1.0,1.0
446.94,61.6355,13.29666667,20.4,12.5,Average,0.0,0.0
447.322,65.90136667,17.74333333,20.4,12.5,Average,0.0,0.0
447.7888889,31.40151852,9.698148148,34.30740741,57.45,Good,1.0,1.0
449.041,70.41816667,13.15333333,28.31166667,72.09,Average,0.0,0.0
449.423,62.89016667,22.15333333,31.17333333,71.33666667,Average,0.0,0.0
449.614,71.20233333,15.57,20.4,12.5,Average,0.0,0.0
449.614,109.7833333,10.06,27.63333333,89.53333333,Good,1.0,1.0
449.6542105,61.11547368,19.86315789,20.4,12.5,Average,0.0,0.0
450.1013793,40.49544828,22.75344828,32.1862069,68.79482759,Average,0.0,0.0
451.906,37.5459,14.40833333,20.4,12.5,Average,0.0,0.0
451.906,91.33973333,13.19166667,26.77666667,85.38166667,Average,0.0,0.0
452.288,0.0,6.363333333,36.24666667,49.27333333,Good,1.0,1.0
452.67,43.8506,17.935,25.41333333,73.60333333,Average,0.0,0.0
453.052,5.489166667,11.43166667,34.14,61.76833333,Good,1.0,1.0
453.052,60.5063,9.75,27.21666667,69.41166667,Good,1.0,1.0
453.816,24.59146667,15.34,33.49333333,62.49,Average,0.0,0.0
453.816,30.73933333,8.396666667,33.60166667,62.38833333,Good,1.0,1.0
454.389,37.9223,15.80833333,20.4,12.5,Average,0.0,0.0
454.6458621,109.3506897,10.68448276,28.10344828,86.6362069,Good,1.0,1.0
454.962,96.76616667,11.94666667,27.37333333,82.88,Good,1.0,2.0
455.0410345,61.84641379,17.5,29.63793103,66.75344828,Average,0.0,0.0
455.153,80.3614,24.635,28.23333333,83.19333333,Average,0.0,0.0
455.344,28.01043333,11.255,33.41166667,62.29333333,Good,1.0,1.0
455.344,37.20086667,11.75666667,34.79,58.045,Good,1.0,1.0
455.344,58.9066,18.12666667,20.4,12.5,Average,0.0,0.0
455.535,44.91706667,10.93,30.69333333,65.22666667,Good,1.0,1.0
455.535,56.58546667,12.91166667,20.4,12.5,Unhealthy,2.0,2.0
455.535,113.6414333,8.211666667,29.58166667,79.895,Good,1.0,1.0
455.726,0.0,22.835,37.08666667,44.51833333,Average,0.0,0.0
455.726,22.9604,11.405,32.09166667,67.435,Good,1.0,1.0
456.108,19.32186667,16.01,34.84333333,44.76666667,Average,0.0,0.0
456.108,70.41816667,7.58,30.05666667,78.23,Good,1.0,1.0
456.6217241,11.292,44.56206897,34.04482759,55.63448276,Moderate,3.0,3.0
457.063,38.54963333,20.76166667,33.04333333,64.85666667,Average,0.0,0.0
457.063,55.83266667,13.03333333,28.4,80.97166667,Average,0.0,2.0
458.4,0.0,17.78166667,20.4,12.5,Average,0.0,0.0
458.973,132.7751,9.455,27.76333333,86.995,Good,1.0,1.0
459.546,27.0067,9.97,32.93666667,56.52833333,Good,1.0,1.0
459.928,8.029866667,16.34833333,34.23833333,59.66,Average,0.0,0.0
459.928,62.54513333,24.38166667,20.4,12.5,Average,0.0,0.0
460.119,3.1994,12.605,34.79,54.46,Unhealthy,2.0,2.0
460.1298113,68.39116981,8.818867925,27.75471698,76.92641509,Good,1.0,1.0
460.501,82.9021,13.52666667,24.94166667,81.03666667,Average,0.0,0.0
460.692,96.0761,9.613333333,27.25333333,81.55833333,Good,1.0,1.0
461.265,74.40173333,9.026666667,26.4,89.36333333,Good,1.0,1.0
461.647,63.3293,8.055,30.05666667,79.95333333,Good,1.0,1.0
462.029,116.3703333,8.995,24.18666667,91.15166667,Good,1.0,1.0
462.22,41.9686,14.44,32.44833333,64.06833333,Average,0.0,0.0
462.411,0.0,11.64166667,35.70333333,51.335,Good,1.0,1.0
462.411,34.9111,12.33166667,31.01166667,72.37833333,Unhealthy,2.0,2.0
462.411,73.99396667,10.00166667,26.25666667,89.55666667,Good,1.0,1.0
462.411,109.1246333,17.35333333,29.81166667,82.08833333,Average,0.0,0.0
462.602,83.15303333,8.265,25.43,92.33,Good,1.0,1.0
463.175,111.6653333,8.343333333,25.40166667,94.19833333,Good,1.0,1.0
463.557,84.0313,11.98333333,27.86833333,80.97166667,Good,1.0,2.0
463.557,99.05593333,8.316666667,27.02833333,76.48,Good,1.0,1.0
463.939,61.165,12.86833333,24.85,68.65666667,Unhealthy,2.0,2.0
463.939,65.3995,13.115,28.445,80.90333333,Average,0.0,0.0
464.13,94.0059,15.22166667,27.64166667,76.38333333,Average,0.0,0.0
464.321,13.70723333,13.90833333,20.4,12.5,Average,0.0,0.0
464.321,61.66686667,22.345,31.17333333,71.93833333,Average,0.0,0.0
465.2357895,56.88922807,7.2,26.01929825,79.19473684,Good,1.0,1.0
465.7671429,69.1635,11.98035714,29.13214286,71.71964286,Good,1.0,2.0
466.231,69.97903333,12.765,26.70666667,89.31333333,Unhealthy,2.0,2.0
466.613,66.21503333,14.38,28.21166667,81.745,Average,0.0,0.0
466.804,70.63773333,13.52,28.53833333,84.99666667,Average,0.0,0.0
467.377,119.0051333,6.3,26.30666667,90.79166667,Good,1.0,1.0
467.568,70.73183333,8.42,29.49166667,77.83666667,Good,1.0,1.0
468.332,35.4757,14.25166667,31.795,67.46,Average,0.0,0.0
468.523,6.9634,17.26833333,20.4,12.5,Average,0.0,0.0
468.905,19.07093333,14.26166667,34.28833333,59.32333333,Average,0.0,0.0
469.0557895,71.25185965,19.26666667,27.2122807,85.24736842,Average,0.0,0.0
469.287,51.06493333,10.16666667,32.24333333,62.35666667,Good,1.0,1.0
469.287,73.27253333,9.34,26.685,84.205,Good,1.0,1.0
470.242,65.9641,16.725,28.72833333,82.09666667,Average,0.0,0.0
470.242,126.2194667,7.541666667,25.27666667,95.99833333,Good,1.0,1.0
470.433,47.3323,14.91166667,24.555,68.95,Average,0.0,0.0
470.624,114.8647333,11.46,26.715,88.88333333,Good,1.0,1.0
470.6503448,60.97031034,8.284482759,29.72931034,73.22931034,Good,1.0,1.0
470.815,13.89543333,13.42166667,33.84333333,58.955,Average,0.0,0.0
